LPID,ADate,StartTime,StopTime,DayNight,SCC,CenterLatdec,CenterLongdec
_201051_,09/03/2018,2018:068:11:02:30.4746610,2018:068:11:03:02.2446590,DAY,0,13.0125,-10.77683
_201052_,09/03/2018,2018:068:11:02:54.3826440,2018:068:11:03:26.1526420,DAY,0.2,11.56758,-11.09322
_201053_,09/03/2018,2018:068:11:03:18.2863900,2018:068:11:03:50.0563890,DAY,21.61,10.1226,-11.4073
_201054_,09/03/2018,2018:068:11:03:42.1943730,2018:068:11:04:13.9643710,DAY,76.7,8.67715,-11.71954
_201055_,09/03/2018,2018:068:11:04:06.1108280,2018:068:11:04:37.8808260,DAY,57.28,7.23104,-12.03025
_203051_,07/03/2018,2018:066:11:14:53.2796660,2018:066:11:15:25.0496640,DAY,0,13.01269,-13.86771
_203052_,07/03/2018,2018:066:11:15:17.1876490,2018:066:11:15:48.9576470,DAY,0.02,11.56778,-14.18408
_203053_,07/03/2018,2018:066:11:15:41.0956310,2018:066:11:16:12.8656300,DAY,0.01,10.12257,-14.49822
_198052_,04/03/2018,2018:063:10:44:24.9032030,2018:063:10:44:56.6732010,DAY,0,11.56762,-6.4598
_198053_,04/03/2018,2018:063:10:44:48.8111860,2018:063:10:45:20.5811840,DAY,0,10.12241,-6.77395
_198054_,04/03/2018,2018:063:10:45:12.7191690,2018:063:10:45:44.4891670,DAY,0.75,8.67697,-7.08619
_198055_,04/03/2018,2018:063:10:45:36.6313870,2018:063:10:46:08.4013860,DAY,17.45,7.23109,-7.39688
_200051_,02/03/2018,2018:061:10:56:23.6941730,2018:061:10:56:55.4641710,DAY,0.84,13.01264,-9.23358
_200052_,02/03/2018,2018:061:10:56:47.6063920,2018:061:10:57:19.3763900,DAY,0.7,11.56744,-9.55005
_200053_,02/03/2018,2018:061:10:57:11.5101380,2018:061:10:57:43.2801370,DAY,29.38,10.12248,-9.8642
_200054_,02/03/2018,2018:061:10:57:35.4181210,2018:061:10:58:07.1881190,DAY,85.86,8.67707,-10.17648
_200055_,02/03/2018,2018:061:10:57:59.3345760,2018:061:10:58:31.1045740,DAY,89.81,7.23095,-10.48727
_202051_,28/02/2018,2018:059:11:08:46.3465920,2018:059:11:09:18.1165900,DAY,19.15,13.01237,-12.32371
_202052_,28/02/2018,2018:059:11:09:10.2545740,2018:059:11:09:42.0245730,DAY,40.73,11.56743,-12.64015
_202053_,28/02/2018,2018:059:11:09:34.1625570,2018:059:11:10:05.9325550,DAY,78.69,10.1222,-12.95437
_202054_,28/02/2018,2018:059:11:09:58.0663040,2018:059:11:10:29.8363020,DAY,84.09,8.67703,-13.2666
_202055_,28/02/2018,2018:059:11:10:21.9742870,2018:059:11:10:53.7442850,DAY,18.3,7.23143,-13.57728
_204051_,26/02/2018,2018:057:11:21:08.9567220,2018:057:11:21:40.7267200,DAY,0,13.01268,-15.41392
_204052_,26/02/2018,2018:057:11:21:32.8689400,2018:057:11:22:04.6389390,DAY,0.09,11.56748,-15.73043
_199051_,23/02/2018,2018:054:10:50:16.3634920,2018:054:10:50:48.1334900,DAY,0,13.01251,-7.68953
_199052_,23/02/2018,2018:054:10:50:40.2714740,2018:054:10:51:12.0414720,DAY,8.4,11.56757,-8.00596
_199053_,23/02/2018,2018:054:10:51:04.1794570,2018:054:10:51:35.9494550,DAY,39.41,10.12235,-8.32017
_199054_,23/02/2018,2018:054:10:51:28.0832040,2018:054:10:51:59.8532020,DAY,13.84,8.67717,-8.6324
_199055_,23/02/2018,2018:054:10:51:51.9996580,2018:054:10:52:23.7696560,DAY,16.24,7.23105,-8.94319
_201051_,21/02/2018,2018:052:11:02:38.8722970,2018:052:11:03:10.6422950,DAY,28.86,13.01263,-10.77979
_201052_,21/02/2018,2018:052:11:03:02.7845160,2018:052:11:03:34.5545140,DAY,35.25,11.56743,-11.09631
_201053_,21/02/2018,2018:052:11:03:26.6924980,2018:052:11:03:58.4624970,DAY,63.36,10.12225,-11.41051
_201054_,21/02/2018,2018:052:11:03:50.5962450,2018:052:11:04:22.3662430,DAY,54.53,8.67701,-11.72273
_201055_,21/02/2018,2018:052:11:04:14.5042280,2018:052:11:04:46.2742260,DAY,44.46,7.23142,-12.03344
_203051_,19/02/2018,2018:050:11:15:01.3556890,2018:050:11:15:33.1256870,DAY,0,13.01246,-13.86978
_203052_,19/02/2018,2018:050:11:15:25.2636720,2018:050:11:15:57.0336700,DAY,0.01,11.56754,-14.18622
_203053_,19/02/2018,2018:050:11:15:49.1716550,2018:050:11:16:20.9416530,DAY,1.38,10.12233,-14.50045
_198052_,16/02/2018,2018:047:10:44:32.4421720,2018:047:10:45:04.2121700,DAY,0,11.56775,-6.46023
_198053_,16/02/2018,2018:047:10:44:56.3543910,2018:047:10:45:28.1243890,DAY,0,10.12231,-6.77455
_198054_,16/02/2018,2018:047:10:45:20.2623730,2018:047:10:45:52.0323710,DAY,0.01,8.67685,-7.08689
_198055_,16/02/2018,2018:047:10:45:44.1703560,2018:047:10:46:15.9403540,DAY,0.83,7.23124,-7.39758
_200051_,14/02/2018,2018:045:10:56:30.8779390,2018:045:10:57:02.6479370,DAY,0,13.01245,-9.23314
_200052_,14/02/2018,2018:045:10:56:54.7859220,2018:045:10:57:26.5559200,DAY,0.01,11.56751,-9.54963
_200053_,14/02/2018,2018:045:10:57:18.6896690,2018:045:10:57:50.4596670,DAY,0.07,10.12258,-9.86386
_200054_,14/02/2018,2018:045:10:57:42.6018870,2018:045:10:58:14.3718850,DAY,4.84,8.67688,-10.17627
_200055_,14/02/2018,2018:045:10:58:06.5141060,2018:045:10:58:38.2841040,DAY,21.26,7.23103,-10.48707
_202051_,12/02/2018,2018:043:11:08:53.1707610,2018:043:11:09:24.9407590,DAY,0.01,13.01239,-12.32256
_202052_,12/02/2018,2018:043:11:09:17.0745070,2018:043:11:09:48.8445060,DAY,0,11.56771,-12.63904
_202053_,12/02/2018,2018:043:11:09:40.9824900,2018:043:11:10:12.7524880,DAY,0.02,10.12253,-12.95335
_202054_,12/02/2018,2018:043:11:10:04.8904730,2018:043:11:10:36.6604710,DAY,3.64,8.67711,-13.26574
_202055_,12/02/2018,2018:043:11:10:28.8069270,2018:043:11:11:00.5769260,DAY,7.42,7.23097,-13.57659
_204051_,10/02/2018,2018:041:11:21:15.4382200,2018:041:11:21:47.2082180,DAY,13.6,13.0123,-15.41223
_204052_,10/02/2018,2018:041:11:21:39.3377310,2018:041:11:22:11.1077290,DAY,17.7,11.56784,-15.72861
_199051_,07/02/2018,2018:038:10:50:22.2947420,2018:038:10:50:54.0647400,DAY,0.92,13.01273,-7.68621
_199052_,07/02/2018,2018:038:10:50:46.2069600,2018:038:10:51:17.9769580,DAY,2.11,11.56758,-8.00281
_199053_,07/02/2018,2018:038:10:51:10.1149430,2018:038:10:51:41.8849410,DAY,0.31,10.12233,-8.31708
_199054_,07/02/2018,2018:038:10:51:34.0186900,2018:038:10:52:05.7886880,DAY,1.51,8.67715,-8.62939
_199055_,07/02/2018,2018:038:10:51:57.9351440,2018:038:10:52:29.7051420,DAY,1.24,7.23104,-8.94025
_201051_,05/02/2018,2018:036:11:02:44.4564290,2018:036:11:03:16.2264270,DAY,72.64,13.01224,-10.77564
_201052_,05/02/2018,2018:036:11:03:08.3601760,2018:036:11:03:40.1301740,DAY,88.73,11.56757,-11.09211
_201053_,05/02/2018,2018:036:11:03:32.2639220,2018:036:11:04:04.0339210,DAY,33.46,10.1226,-11.40633
_201054_,05/02/2018,2018:036:11:03:56.1719050,2018:036:11:04:27.9419030,DAY,57.13,8.67715,-11.71871
_201055_,05/02/2018,2018:036:11:04:20.0841240,2018:036:11:04:51.8541220,DAY,45.55,7.23131,-12.02953
_203051_,03/02/2018,2018:034:11:15:06.5799750,2018:034:11:15:38.3499730,DAY,43.24,13.01233,-13.86455
_203052_,03/02/2018,2018:034:11:15:30.4879580,2018:034:11:16:02.2579560,DAY,61.61,11.56739,-14.18108
_203053_,03/02/2018,2018:034:11:15:54.3917050,2018:034:11:16:26.1617030,DAY,99.99,10.12243,-14.49536
_198052_,31/01/2018,2018:031:10:44:37.7387040,2018:031:10:45:09.5087030,DAY,6.91,11.56752,-6.4562
_198053_,31/01/2018,2018:031:10:45:01.6466870,2018:031:10:45:33.4166850,DAY,6.7,10.12228,-6.77054
_198054_,31/01/2018,2018:031:10:45:25.5546700,2018:031:10:45:57.3246680,DAY,1.47,8.67681,-7.08297
_198055_,31/01/2018,2018:031:10:45:49.4626520,2018:031:10:46:21.2326500,DAY,22.87,7.2312,-7.39379
_200051_,29/01/2018,2018:029:10:56:36.8058870,2018:029:10:57:08.5758850,DAY,88.74,13.01226,-9.23237
_200052_,29/01/2018,2018:029:10:57:00.7053980,2018:029:10:57:32.4753960,DAY,93.22,11.56783,-9.54882
_200053_,29/01/2018,2018:029:10:57:24.6133800,2018:029:10:57:56.3833780,DAY,80.41,10.12259,-9.86321
_200054_,29/01/2018,2018:029:10:57:48.5213630,2018:029:10:58:20.2913610,DAY,72.04,8.67717,-10.17568
_200055_,29/01/2018,2018:029:10:58:12.4378170,2018:029:10:58:44.2078160,DAY,67.89,7.23101,-10.48662
_202051_,27/01/2018,2018:027:11:08:59.7260460,2018:027:11:09:31.4960440,DAY,88.89,13.01268,-12.32528
_202052_,27/01/2018,2018:027:11:09:23.6340280,2018:027:11:09:55.4040260,DAY,69.96,11.56775,-12.64188
_202053_,27/01/2018,2018:027:11:09:47.5420110,2018:027:11:10:19.3120090,DAY,21.34,10.12251,-12.95626
_202054_,27/01/2018,2018:027:11:10:11.4499930,2018:027:11:10:43.2199920,DAY,19.09,8.67708,-13.26871
_202055_,27/01/2018,2018:027:11:10:35.3664480,2018:027:11:11:07.1364460,DAY,48.65,7.23094,-13.57964
_204051_,25/01/2018,2018:025:11:21:22.6378000,2018:025:11:21:54.4077980,DAY,0.21,13.01244,-15.41852
_204052_,25/01/2018,2018:025:11:21:46.5415470,2018:025:11:22:18.3115450,DAY,0.43,11.56774,-15.73504
_199051_,22/01/2018,2018:022:10:50:30.4731720,2018:022:10:51:02.2431700,DAY,3.39,13.01265,-7.69734
_199052_,22/01/2018,2018:022:10:50:54.3811540,2018:022:10:51:26.1511520,DAY,0.19,11.56772,-8.01392
_199053_,22/01/2018,2018:022:10:51:18.2891370,2018:022:10:51:50.0591350,DAY,0,10.12248,-8.32828
_199054_,22/01/2018,2018:022:10:51:42.1971190,2018:022:10:52:13.9671180,DAY,0,8.67704,-8.64073
_199055_,22/01/2018,2018:022:10:52:06.1051020,2018:022:10:52:37.8751000,DAY,0,7.2314,-8.95152
_201051_,20/01/2018,2018:020:11:02:53.2534760,2018:020:11:03:25.0234740,DAY,0.01,13.01267,-10.78946
_201052_,20/01/2018,2018:020:11:03:17.1656940,2018:020:11:03:48.9356920,DAY,0,11.56749,-11.10613
_201053_,20/01/2018,2018:020:11:03:41.0736770,2018:020:11:04:12.8436750,DAY,0,10.12226,-11.42048
_201054_,20/01/2018,2018:020:11:04:04.9816590,2018:020:11:04:36.7516580,DAY,0.05,8.67682,-11.73291
_201055_,20/01/2018,2018:020:11:04:28.8938780,2018:020:11:05:00.6638760,DAY,24.37,7.23094,-12.04381
_203051_,18/01/2018,2018:018:11:15:15.9956150,2018:018:11:15:47.7656130,DAY,0,13.01235,-13.88141
_203052_,18/01/2018,2018:018:11:15:39.9035970,2018:018:11:16:11.6735950,DAY,0,11.56743,-14.19803
_203053_,18/01/2018,2018:018:11:16:03.8115800,2018:018:11:16:35.5815780,DAY,0.01,10.12219,-14.51241
_198052_,15/01/2018,2018:015:10:44:47.4720950,2018:015:10:45:19.2420930,DAY,1.8,11.56763,-6.47555
_198053_,15/01/2018,2018:015:10:45:11.3800780,2018:015:10:45:43.1500760,DAY,1.52,10.12244,-6.78997
_198054_,15/01/2018,2018:015:10:45:35.2922960,2018:015:10:46:07.0622940,DAY,0.01,8.67676,-7.10255
_198055_,15/01/2018,2018:015:10:45:59.2002790,2018:015:10:46:30.9702770,DAY,7.51,7.23112,-7.41341
_200051_,13/01/2018,2018:013:10:56:46.1707190,2018:013:10:57:17.9407180,DAY,0.01,13.01225,-9.25095
_200052_,13/01/2018,2018:013:10:57:10.0702300,2018:013:10:57:41.8402280,DAY,0.05,11.56784,-9.5675
_200053_,13/01/2018,2018:013:10:57:33.9782130,2018:013:10:58:05.7482110,DAY,0,10.12263,-9.88193
_200054_,13/01/2018,2018:013:10:57:57.8946670,2018:013:10:58:29.6646660,DAY,0,8.6767,-10.19455
_200055_,13/01/2018,2018:013:10:58:21.8026500,2018:013:10:58:53.5726480,DAY,1.26,7.2311,-10.50541
_202051_,11/01/2018,2018:011:11:09:08.7223080,2018:011:11:09:40.4923060,DAY,1.82,13.0125,-12.34296
_202052_,11/01/2018,2018:011:11:09:32.6302900,2018:011:11:10:04.4002890,DAY,2.74,11.56757,-12.65959
_202053_,11/01/2018,2018:011:11:09:56.5382730,2018:011:11:10:28.3082710,DAY,44.78,10.12239,-12.97402
_202054_,11/01/2018,2018:011:11:10:20.4462560,2018:011:11:10:52.2162540,DAY,20.79,8.67693,-13.28653
_202055_,11/01/2018,2018:011:11:10:44.3542380,2018:011:11:11:16.1242360,DAY,9.62,7.23134,-13.59743
_204051_,09/01/2018,2018:009:11:21:31.2527540,2018:009:11:22:03.0227520,DAY,0.02,13.01254,-15.43497
_204052_,09/01/2018,2018:009:11:21:55.1649730,2018:009:11:22:26.9349710,DAY,0.86,11.56739,-15.75166
_199051_,06/01/2018,2018:006:10:50:38.5167060,2018:006:10:51:10.2867040,DAY,1.34,13.01271,-7.71207
_199052_,06/01/2018,2018:006:10:51:02.4289250,2018:006:10:51:34.1989230,DAY,0.19,11.56753,-8.02876
_199053_,06/01/2018,2018:006:10:51:26.3326710,2018:006:10:51:58.1026690,DAY,0,10.1226,-8.34314
_199054_,06/01/2018,2018:006:10:51:50.2448900,2018:006:10:52:22.0148880,DAY,0,8.67691,-8.65567
_199055_,06/01/2018,2018:006:10:52:14.1571090,2018:006:10:52:45.9271070,DAY,0.06,7.23108,-8.96661
_201051_,04/01/2018,2018:004:11:03:00.9329300,2018:004:11:03:32.7029280,DAY,62.96,13.01232,-10.80315
_201052_,04/01/2018,2018:004:11:03:24.8366760,2018:004:11:03:56.6066750,DAY,67.78,11.56766,-11.11975
_201053_,04/01/2018,2018:004:11:03:48.7446590,2018:004:11:04:20.5146570,DAY,14.22,10.12248,-11.4342
_201054_,04/01/2018,2018:004:11:04:12.6568770,2018:004:11:04:44.4268760,DAY,0.35,8.67682,-11.74679
_201055_,04/01/2018,2018:004:11:04:36.5648600,2018:004:11:05:08.3348580,DAY,0.8,7.23123,-12.05765
_203051_,02/01/2018,2018:002:11:15:23.2985000,2018:002:11:15:55.0684990,DAY,63.16,13.01227,-13.89392
_203052_,02/01/2018,2018:002:11:15:47.1980110,2018:002:11:16:18.9680090,DAY,4.95,11.56788,-14.21049
_203053_,02/01/2018,2018:002:11:16:11.1144660,2018:002:11:16:42.8844640,DAY,12.26,10.12221,-14.52508
_198052_,30/12/2017,2017:364:10:44:54.1908800,2017:364:10:45:25.9608780,DAY,0,11.56786,-6.48672
_198053_,30/12/2017,2017:364:10:45:18.1030990,2017:364:10:45:49.8730970,DAY,0,10.12244,-6.80126
_198054_,30/12/2017,2017:364:10:45:42.0153170,2017:364:10:46:13.7853160,DAY,0,8.67681,-7.11388
_198055_,30/12/2017,2017:364:10:46:05.9233000,2017:364:10:46:37.6932980,DAY,17.51,7.23122,-7.42481
_200051_,28/12/2017,2017:362:10:56:52.5128460,2017:362:10:57:24.2828440,DAY,0.28,13.01241,-9.26134
_200052_,28/12/2017,2017:362:10:57:16.4165930,2017:362:10:57:48.1865910,DAY,0,11.56777,-9.57797
_200053_,28/12/2017,2017:362:10:57:40.3288110,2017:362:10:58:12.0988090,DAY,0,10.12236,-9.89252
_200054_,28/12/2017,2017:362:10:58:04.2325580,2017:362:10:58:36.0025560,DAY,0.01,8.67718,-10.20501
_200055_,28/12/2017,2017:362:10:58:28.1447760,2017:362:10:58:59.9147740,DAY,0.21,7.23137,-10.51601
_202051_,26/12/2017,2017:360:11:09:14.6878140,2017:360:11:09:46.4578120,DAY,72.58,13.01273,-12.35227
_202052_,26/12/2017,2017:360:11:09:38.6000330,2017:360:11:10:10.3700310,DAY,31.13,11.56758,-12.66903
_202053_,26/12/2017,2017:360:11:10:02.5122510,2017:360:11:10:34.2822500,DAY,22.64,10.12219,-12.98355
_202054_,26/12/2017,2017:360:11:10:26.4159980,2017:360:11:10:58.1859960,DAY,100,8.67704,-13.29605
_202055_,26/12/2017,2017:360:11:10:50.3239810,2017:360:11:11:22.0939790,DAY,100,7.23144,-13.60697
_204051_,24/12/2017,2017:358:11:21:36.8329970,2017:358:11:22:08.6029950,DAY,21.01,13.01269,-15.44289
_204052_,24/12/2017,2017:358:11:22:00.7452150,2017:358:11:22:32.5152140,DAY,49.84,11.56755,-15.75963
_199051_,21/12/2017,2017:355:10:50:43.4657060,2017:355:10:51:15.2357040,DAY,78.22,13.0123,-7.71767
_199052_,21/12/2017,2017:355:10:51:07.3694530,2017:355:10:51:39.1394510,DAY,77.31,11.56772,-8.03433
_199053_,21/12/2017,2017:355:10:51:31.2816720,2017:355:10:52:03.0516700,DAY,6.01,10.12231,-8.34884
_199054_,21/12/2017,2017:355:10:51:55.1854180,2017:355:10:52:26.9554160,DAY,41.38,8.6772,-8.66137
_199055_,21/12/2017,2017:355:10:52:19.0976370,2017:355:10:52:50.8676350,DAY,96.87,7.23139,-8.97236
_201051_,19/12/2017,2017:353:11:03:04.5898640,2017:353:11:03:36.3598620,DAY,2.89,13.01261,-10.80377
_201052_,19/12/2017,2017:353:11:03:28.4978460,2017:353:11:04:00.2678440,DAY,3.26,11.56771,-11.12047
_201053_,19/12/2017,2017:353:11:03:52.4100650,2017:353:11:04:24.1800630,DAY,0.43,10.12234,-11.43502
_201054_,19/12/2017,2017:353:11:04:16.3180480,2017:353:11:04:48.0880460,DAY,0.43,8.67693,-11.74758
_201055_,19/12/2017,2017:353:11:04:40.2260300,2017:353:11:05:11.9960280,DAY,30.84,7.23145,-12.05858
_203051_,17/12/2017,2017:351:11:15:25.6717030,2017:351:11:15:57.4417010,DAY,2.83,13.01226,-13.88997
_203052_,17/12/2017,2017:351:11:15:49.5754500,2017:351:11:16:21.3454480,DAY,2.69,11.56763,-14.20665
_203053_,17/12/2017,2017:351:11:16:13.4876680,2017:351:11:16:45.2576660,DAY,0.01,10.12226,-14.52122
_198052_,14/12/2017,2017:348:10:44:54.6195850,2017:348:10:45:26.3895830,DAY,0.36,11.56742,-6.47579
_198053_,14/12/2017,2017:348:10:45:18.5275670,2017:348:10:45:50.2975660,DAY,1.54,10.1223,-6.79032
_198054_,14/12/2017,2017:348:10:45:42.4355500,2017:348:10:46:14.2055480,DAY,8.68,8.67693,-7.10292
_198055_,14/12/2017,2017:348:10:46:06.3477690,2017:348:10:46:38.1177670,DAY,55.04,7.23117,-7.41396
_200051_,12/12/2017,2017:346:10:56:51.6409210,2017:346:10:57:23.4109190,DAY,0.02,13.01246,-9.24526
_200052_,12/12/2017,2017:346:10:57:15.5446680,2017:346:10:57:47.3146660,DAY,0.42,11.56785,-9.56196
_200053_,12/12/2017,2017:346:10:57:39.4568860,2017:346:10:58:11.2268840,DAY,10.01,10.12245,-9.87654
_200054_,12/12/2017,2017:346:10:58:03.3648690,2017:346:10:58:35.1348670,DAY,35.32,8.6771,-10.18913
_200055_,12/12/2017,2017:346:10:58:27.2770870,2017:346:10:58:59.0470860,DAY,99.98,7.23133,-10.50017
_202051_,10/12/2017,2017:344:11:09:12.5236650,2017:344:11:09:44.2936630,DAY,0.02,13.01229,-12.33126
_202052_,10/12/2017,2017:344:11:09:36.4316470,2017:344:11:10:08.2016450,DAY,0,11.56746,-12.64799
_202053_,10/12/2017,2017:344:11:10:00.3353940,2017:344:11:10:32.1053920,DAY,0.01,10.12255,-12.96244
_202054_,10/12/2017,2017:344:11:10:24.2433760,2017:344:11:10:56.0133750,DAY,1.41,8.67721,-13.27504
_202055_,10/12/2017,2017:344:11:10:48.1598310,2017:344:11:11:19.9298290,DAY,8.12,7.23115,-13.58612
_204051_,08/12/2017,2017:342:11:21:34.0967820,2017:342:11:22:05.8667800,DAY,81.46,13.01249,-15.41977
_204052_,08/12/2017,2017:342:11:21:58.0047650,2017:342:11:22:29.7747630,DAY,65.68,11.56762,-15.73652
_199051_,05/12/2017,2017:339:10:50:40.1742960,2017:339:10:51:11.9442950,DAY,15.24,13.0126,-7.69265
_199052_,05/12/2017,2017:339:10:51:04.0822790,2017:339:10:51:35.8522770,DAY,73.76,11.56772,-8.00939
_199053_,05/12/2017,2017:339:10:51:27.9944980,2017:339:10:51:59.7644960,DAY,86.63,10.12234,-8.324
_199054_,05/12/2017,2017:339:10:51:51.9067160,2017:339:10:52:23.6767150,DAY,38.37,8.67674,-8.63669
_199055_,05/12/2017,2017:339:10:52:15.8104630,2017:339:10:52:47.5804610,DAY,44.62,7.23144,-8.94762
_201051_,03/12/2017,2017:337:11:03:01.7686270,2017:337:11:03:33.5386250,DAY,0.04,13.01263,-10.7812
_201052_,03/12/2017,2017:337:11:03:25.6808460,2017:337:11:03:57.4508440,DAY,1.15,11.56754,-11.09805
_201053_,03/12/2017,2017:337:11:03:49.5888290,2017:337:11:04:21.3588270,DAY,14.27,10.12241,-11.41261
_201054_,03/12/2017,2017:337:11:04:13.5010470,2017:337:11:04:45.2710450,DAY,25.6,8.67677,-11.72533
_201055_,03/12/2017,2017:337:11:04:37.4132660,2017:337:11:05:09.1832640,DAY,42.44,7.23101,-12.0364
_203051_,01/12/2017,2017:335:11:15:23.3120610,2017:335:11:15:55.0820600,DAY,5.19,13.01271,-13.87007
_203052_,01/12/2017,2017:335:11:15:47.2200440,2017:335:11:16:18.9900420,DAY,0.33,11.56787,-14.18688
_203053_,01/12/2017,2017:335:11:16:11.1364990,2017:335:11:16:42.9064970,DAY,1.48,10.12225,-14.50158
_198052_,28/11/2017,2017:332:10:44:53.6832780,2017:332:10:45:25.4532770,DAY,0.11,11.5675,-6.46296
_198053_,28/11/2017,2017:332:10:45:17.5870250,2017:332:10:45:49.3570230,DAY,1.88,10.12263,-6.77749
_198054_,28/11/2017,2017:332:10:45:41.5034800,2017:332:10:46:13.2734780,DAY,7.65,8.67672,-7.09024
_198055_,28/11/2017,2017:332:10:46:05.4114620,2017:332:10:46:37.1814600,DAY,31.19,7.23115,-7.40125
_200051_,26/11/2017,2017:330:10:56:52.4077810,2017:330:10:57:24.1777790,DAY,36.97,13.01272,-9.23975
_200052_,26/11/2017,2017:330:10:57:16.3200000,2017:330:10:57:48.0899980,DAY,33.04,11.56759,-9.5566
_200053_,26/11/2017,2017:330:10:57:40.2279820,2017:330:10:58:11.9979810,DAY,6.57,10.12245,-9.87118
_200054_,26/11/2017,2017:330:10:58:04.1359650,2017:330:10:58:35.9059630,DAY,54.64,8.67707,-10.18381
_200055_,26/11/2017,2017:330:10:58:28.0439480,2017:330:10:58:59.8139460,DAY,50.84,7.23145,-10.49481
_202051_,24/11/2017,2017:328:11:09:14.9978430,2017:328:11:09:46.7678410,DAY,1.06,13.01226,-12.33299
_202052_,24/11/2017,2017:328:11:09:38.9015900,2017:328:11:10:10.6715880,DAY,1.56,11.5676,-12.64971
_202053_,24/11/2017,2017:328:11:10:02.8095720,2017:328:11:10:34.5795710,DAY,18.35,10.12243,-12.96427
_202054_,24/11/2017,2017:328:11:10:26.7175550,2017:328:11:10:58.4875530,DAY,65.94,8.67704,-13.27693
_202055_,24/11/2017,2017:328:11:10:50.6340090,2017:328:11:11:22.4040080,DAY,76.62,7.23098,-13.58807
_204051_,22/11/2017,2017:326:11:21:37.5201540,2017:326:11:22:09.2901520,DAY,22.56,13.01273,-15.42568
_204052_,22/11/2017,2017:326:11:22:01.4281360,2017:326:11:22:33.1981340,DAY,17,11.56785,-15.74247
_199051_,19/11/2017,2017:323:10:50:44.7251180,2017:323:10:51:16.4951170,DAY,68.53,13.01252,-7.70425
_199052_,19/11/2017,2017:323:10:51:08.6331010,2017:323:10:51:40.4030990,DAY,36.36,11.56766,-8.02109
_199053_,19/11/2017,2017:323:10:51:32.5410840,2017:323:10:52:04.3110820,DAY,9.47,10.12248,-8.3357
_199054_,19/11/2017,2017:323:10:51:56.4490660,2017:323:10:52:28.2190640,DAY,11.54,8.67706,-8.64837
_199055_,19/11/2017,2017:323:10:52:20.3655210,2017:323:10:52:52.1355190,DAY,39.69,7.231,-8.95953
_201051_,17/11/2017,2017:321:11:03:07.0610990,2017:321:11:03:38.8310970,DAY,67.04,13.01255,-10.79671
_201052_,17/11/2017,2017:321:11:03:30.9690820,2017:321:11:04:02.7390800,DAY,54.86,11.56763,-11.11355
_201053_,17/11/2017,2017:321:11:03:54.8770640,2017:321:11:04:26.6470620,DAY,73.12,10.12245,-11.42816
_201054_,17/11/2017,2017:321:11:04:18.7892830,2017:321:11:04:50.5592810,DAY,99.93,8.67685,-11.74093
_201055_,17/11/2017,2017:321:11:04:42.6972650,2017:321:11:05:14.4672630,DAY,43.45,7.23126,-12.05198
_203051_,15/11/2017,2017:319:11:15:29.3463430,2017:319:11:16:01.1163410,DAY,0.02,13.01233,-13.88931
_203052_,15/11/2017,2017:319:11:15:53.2500890,2017:319:11:16:25.0200870,DAY,0,11.56772,-14.20609
_203053_,15/11/2017,2017:319:11:16:17.1580720,2017:319:11:16:48.9280700,DAY,2.22,10.12253,-14.5207
_198052_,12/11/2017,2017:316:10:45:00.1247360,2017:316:10:45:31.8947340,DAY,0.03,11.56747,-6.48451
_198053_,12/11/2017,2017:316:10:45:24.0327180,2017:316:10:45:55.8027160,DAY,0,10.1223,-6.79912
_198054_,12/11/2017,2017:316:10:45:47.9407010,2017:316:10:46:19.7106990,DAY,1.95,8.67691,-7.11181
_198055_,12/11/2017,2017:316:10:46:11.8529190,2017:316:10:46:43.6229170,DAY,53.11,7.23108,-7.42293
_200051_,10/11/2017,2017:314:10:56:58.3579430,2017:314:10:57:30.1279410,DAY,0.02,13.01261,-9.25954
_200052_,10/11/2017,2017:314:10:57:22.2701610,2017:314:10:57:54.0401600,DAY,0.09,11.56746,-9.57642
_200053_,10/11/2017,2017:314:10:57:46.1781440,2017:314:10:58:17.9481420,DAY,16.99,10.12229,-9.89103
_200054_,10/11/2017,2017:314:10:58:10.0818910,2017:314:10:58:41.8518890,DAY,49.99,8.67719,-10.20367
_200055_,10/11/2017,2017:314:10:58:33.9983450,2017:314:10:59:05.7683430,DAY,37.65,7.23108,-10.51484
_202051_,08/11/2017,2017:312:11:09:20.4524030,2017:312:11:09:52.2224010,DAY,1.92,13.01244,-12.35096
_202052_,08/11/2017,2017:312:11:09:44.3603860,2017:312:11:10:16.1303840,DAY,10.32,11.56753,-12.66781
_202053_,08/11/2017,2017:312:11:10:08.2683680,2017:312:11:10:40.0383660,DAY,25.91,10.12236,-12.98242
_202054_,08/11/2017,2017:312:11:10:32.1763510,2017:312:11:11:03.9463490,DAY,3.55,8.67695,-13.29508
_202055_,08/11/2017,2017:312:11:10:56.0843330,2017:312:11:11:27.8543310,DAY,33.11,7.2314,-13.60616
